lake,year,season,start_day,end_day,gw_length,chla_rate,max_chla,acc_chla,poc_rate,chla_to_poc,gw_temp,gw_tp,gw_secchi,gw_ph,gw_srp,gw_tkn,specific_chla_rate,f_temp,temp_corrected_specific_chla_rate,pre_gw_temp,num_samples,pre_gw_tp,pre_gw_tkn,thresh_val,lat_group,climate_zone,tsi,trophic_status,lake_lat,lake_long,days_sampled,first_day,last_day,sampling_frequency,mean_time_between_samples
Västra Ringsjön,1992,single,135,245,90,0.459777778,48.05,2187.047,,,,,,,,,0.068932201,,,,19,,,0.4,50-60,7,66.35283547,eutrophic,55.884,13.48,332,17,349,0.057228916,17.47368421
Västra Ringsjön,1994,single,135,196,31,0.722580645,46.2,971.85,,,,,,,,,0.030360531,,,,12,,,0.4,50-60,7,66.35283547,eutrophic,55.884,13.48,334,15,349,0.035928144,27.83333333
Västra Ringsjön,1995,spring,15,74,59,0.322033898,19,639.85,,,,,,,,,inf,,,,12,,,0.4,50-60,7,66.35283547,eutrophic,55.884,13.48,334,15,349,0.035928144,27.83333333
Västra Ringsjön,1995,summer,166,288,122,0.175409836,54,3888.9,,,,,,,,,0.029234973,,,,12,,,0.4,50-60,7,66.35283547,eutrophic,55.884,13.48,334,15,349,0.035928144,27.83333333
Västra Ringsjön,1996,single,15,228,182,0.141208791,31.3,2860.55,,,,,,,,,0.025215856,,,,11,,,0.4,50-60,7,66.35283547,eutrophic,55.884,13.48,335,15,350,0.032835821,30.45454545
Västra Ringsjön,1997,summer,195,258,63,1.238095238,96,3455.666667,,,,,,,,,0.068783069,,,,11,,,0.4,50-60,7,66.35283547,eutrophic,55.884,13.48,335,15,350,0.032835821,30.45454545
Västra Ringsjön,1998,summer,132,229,97,0.440206186,55,4201.116667,,,,,,,,,0.069873998,,,,12,,,0.4,50-60,7,66.35283547,eutrophic,55.884,13.48,331,14,345,0.036253776,27.58333333
Västra Ringsjön,1999,spring,18,77,59,0.220338983,28,1252.5,,,,,,,,,0.014689266,,,,12,,,0.4,50-60,7,66.35283547,eutrophic,55.884,13.48,331,18,349,0.036253776,27.58333333
Västra Ringsjön,1999,summer,166,259,93,0.408602151,65,4766.583333,,,,,,,,,0.016344086,,,,12,,,0.4,50-60,7,66.35283547,eutrophic,55.884,13.48,331,18,349,0.036253776,27.58333333
Västra Ringsjön,2000,single,171,230,29,0.586206897,40,932.8333333,,,,,,,,,0.025487256,,,,11,,,0.4,50-60,7,66.35283547,eutrophic,55.884,13.48,335,19,354,0.032835821,30.45454545
Västra Ringsjön,2001,spring,17,73,56,0.571428571,46,1428,,,,,,,,,0.040816327,,,,10,,,0.4,50-60,7,66.35283547,eutrophic,55.884,13.48,334,17,351,0.02994012,33.4
Västra Ringsjön,2001,summer,169,229,60,0.35,63,2920,,,,,,,,,0.008333333,,,,10,,,0.4,50-60,7,66.35283547,eutrophic,55.884,13.48,334,17,351,0.02994012,33.4
Västra Ringsjön,2002,single,51,232,177,0.593220339,110,6811,,,,,,,,,0.118644068,,,,10,,,0.4,50-60,7,66.35283547,eutrophic,55.884,13.48,273,51,324,0.036630037,27.3
Västra Ringsjön,2003,single,43,229,182,0.310989011,124,12013.45833,,,,,,,,,0.024879121,,,,12,,,0.4,50-60,7,66.35283547,eutrophic,55.884,13.48,311,43,354,0.038585209,25.91666667
Västra Ringsjön,2004,spring,69,197,128,0.265625,66,5352.883333,,,,,,,,,0.017708333,,,,12,,,0.4,50-60,7,66.35283547,eutrophic,55.884,13.48,327,22,349,0.036697248,27.25
Västra Ringsjön,2005,single,146,228,47,1.914893617,110,2876.983333,,,,,,,,,0.095744681,,,,12,,,0.4,50-60,7,66.35283547,eutrophic,55.884,13.48,320,28,348,0.0375,26.66666667
Västra Ringsjön,2007,spring,17,73,56,0.428571429,38,1475,,,,,,,,,0.030612245,,,,13,,,0.4,50-60,7,66.35283547,eutrophic,55.884,13.48,329,17,346,0.039513678,25.30769231
Västra Ringsjön,2007,summer,163,226,63,0.238095238,74,3048.5,,,,,,,,,0.012531328,,,,13,,,0.4,50-60,7,66.35283547,eutrophic,55.884,13.48,329,17,346,0.039513678,25.30769231
Västra Ringsjön,2008,single,134,237,98,0.5,62,4152.166667,,,,,,,,,0.038461538,,,,13,,,0.4,50-60,7,66.35283547,eutrophic,55.884,13.48,330,15,345,0.039393939,25.38461538
Västra Ringsjön,2009,spring,48,77,29,1.172413793,49,711.95,,,,,,,,,0.07816092,,,,13,,,0.4,50-60,7,66.35283547,eutrophic,55.884,13.48,336,8,344,0.038690476,25.84615385
Västra Ringsjön,2009,summer,162,232,70,0.912857143,100,3759.033333,,,,,,,,,0.038035714,,,,13,,,0.4,50-60,7,66.35283547,eutrophic,55.884,13.48,336,8,344,0.038690476,25.84615385
Västra Ringsjön,2010,single,12,231,189,0.175132275,39,2770.483333,,,,,,,,,0.029683436,,,,11,,,0.4,50-60,7,66.35283547,eutrophic,55.884,13.48,337,12,349,0.03264095,30.63636364
Västra Ringsjön,2015,single,160,286,99,0.181818182,43,2981.166667,,,,,,,,,0.007272727,,,,10,,,0.4,50-60,7,66.35283547,eutrophic,55.884,13.48,238,104,342,0.042016807,23.8
Västra Ringsjön,2016,single,20,257,209,0.177033493,41,4548.833333,,,,,,,,,0.044258373,,,,12,,,0.4,50-60,7,66.35283547,eutrophic,55.884,13.48,329,20,349,0.036474164,27.41666667
Västra Ringsjön,2017,single,18,262,211,0.037914692,33,4276.833333,,,,,,,,,0.001516588,,,,13,,,0.4,50-60,7,66.35283547,eutrophic,55.884,13.48,335,18,353,0.03880597,25.76923077
Västra Ringsjön,2018,single,44,226,155,0.413548387,66,3650.316667,,,,,,,,,0.217657046,,,,13,,,0.4,50-60,7,66.35283547,eutrophic,55.884,13.48,336,9,345,0.038690476,25.84615385
Västra Ringsjön,2019,summer,226,233,7,2.714285714,50,261.3333333,,,,,,,,,0.087557604,,,,13,,,0.4,50-60,7,66.35283547,eutrophic,55.884,13.48,331,15,346,0.039274924,25.46153846
Växjösjön mitt,1998,single,148,239,60,0.25,26,1283.916667,,,,,,,,,0.022727273,,,,6,,,0.4,50-60,7,60.23527497,eutrophic,56.863,14.82,151,148,299,0.039735099,25.16666667
Växjösjön mitt,1999,single,207,266,31,0.419354839,31,733.6666667,,,,,,,,,0.023297491,,,,6,,,0.4,50-60,7,60.23527497,eutrophic,56.863,14.82,153,145,298,0.039215686,25.5
Växjösjön mitt,2001,single,148,198,28,5.25,160,1771,,,,,,,,,0.403846154,,,,6,,,0.4,50-60,7,60.23527497,eutrophic,56.863,14.82,140,148,288,0.042857143,23.33333333
Växjösjön mitt,2004,single,124,246,91,0.403296703,41,1549.575,,,,,,,,,0.093789931,,,,6,,,0.4,50-60,7,60.23527497,eutrophic,56.863,14.82,154,124,278,0.038961039,25.66666667
Växjösjön mitt,2009,single,127,216,69,0.231884058,28,1564.966667,,,,,,,,,0.019323671,,,,6,,,0.4,50-60,7,60.23527497,eutrophic,56.863,14.82,160,127,287,0.0375,26.66666667
Växjösjön mitt,2016,single,125,249,97,0.150515464,18,905.1666667,,,,,,,,,0.044269254,,,,6,,,0.4,50-60,7,60.23527497,eutrophic,56.863,14.82,160,125,285,0.0375,26.66666667
Wabamun lake -east basin,1980,single,175,203,14,0.314285714,10.1,123.4333333,,,,,2.65,8.4,,1.11,0.055137845,,,,13,,1.13,0.4,50-60,7,53.08119882,eutrophic,53.54,-114.531,168,134,302,0.077380952,12.92307692
Wabamun lake -east basin,1981,single,168,265,84,0.116666667,17.7,1061.433333,,,,0.0325,1.514285714,7.857142857,,0.994285714,0.014957265,,,,13,,1.1,0.4,50-60,7,53.08119882,eutrophic,53.54,-114.531,167,125,292,0.077844311,12.84615385
Wabamun lake -east basin,2000,single,146,235,67,0.046268657,6.7,341.8916667,,,,0.028,2.333333333,8.34,,0.876666667,0.012852405,,,,6,0.031,0.82,0.4,50-60,7,53.08119882,eutrophic,53.54,-114.531,152,146,298,0.039473684,25.33333333
Wabamun lake -east basin,2007,single,191,256,37,0.183783784,15.9,514.3,,,,0.026,2.05,8.555,,0.88,0.02019602,,,,6,0.025,0.84,0.4,50-60,7,53.08119882,eutrophic,53.54,-114.531,153,136,289,0.039215686,25.5
Wabamun lake -main basin,1983,single,179,236,29,0.313793103,17.4,319.9666667,,,,0.0325,1.75,8.5,,0.755,0.037806398,,,,7,0.029,0.77,0.4,50-60,7,54.80403127,eutrophic,53.54,-114.531,167,123,290,0.041916168,23.85714286
Wabamun lake -main basin,1987,single,181,239,28,0.292857143,15.8,338.8,,,,0.0365,2.55,8.8,,0.845,0.038533835,,,,7,0.035,0.72,0.4,50-60,7,54.80403127,eutrophic,53.54,-114.531,175,125,300,0.04,25
Wabamun lake -main basin,1990,single,177,233,28,0.610714286,26.1,479.7333333,,,,0.0325,2.2,8.705,,0.985,0.067857143,,,,7,0.035,0.89,0.4,50-60,7,54.80403127,eutrophic,53.54,-114.531,168,123,291,0.041666667,24
Wabamun lake -main basin,1993,single,131,208,48,0.122916667,14.7,478.175,,,,0.038,2.366666667,8.66,,0.896666667,0.013967803,,,,7,0.027,0.87,0.4,50-60,7,54.80403127,eutrophic,53.54,-114.531,154,131,285,0.045454545,22
Wabamun lake -main basin,1994,single,145,215,48,0.1875,14.3,410.95,,,,0.036666667,2.233333333,8.69,,0.973333333,0.035377358,,,,7,0.031,0.92,0.4,50-60,7,54.80403127,eutrophic,53.54,-114.531,146,145,291,0.047945205,20.85714286
Wabamun lake -main basin,1995,single,200,242,22,0.745454545,21.2,290.0333333,,,,0.046,1.45,8.645,,1.035,0.15530303,,,,8,0.045,1.03,0.4,50-60,7,54.80403127,eutrophic,53.54,-114.531,170,123,293,0.047058824,21.25
Wabamun lake -main basin,1996,single,178,234,42,0.15952381,15,440.4666667,,,,0.03625,1.85,8.4575,,0.876666667,0.019219736,,,,10,0.035,0.88,0.4,50-60,7,54.80403127,eutrophic,53.54,-114.531,148,134,282,0.067567568,14.8
Wabamun lake -main basin,2010,single,146,216,50,0.092,10.1,329.5,,,,0.029333333,2.133333333,8.596666667,,1.026666667,0.016727273,,,,7,0.022,1.02,0.4,50-60,7,54.80403127,eutrophic,53.54,-114.531,140,146,286,0.05,20
Wabamun lake -west basin,1980,single,175,203,14,0.685714286,16.7,152.3666667,,,,,2.6,8.25,,1.03,0.096579477,,,,13,,0.9,0.4,50-60,7,55.4543099,eutrophic,53.556,-114.686,168,134,302,0.077380952,12.92307692
Wabamun lake -west basin,2000,single,146,235,67,0.058208955,8.4,409.825,,,,0.026333333,2.633333333,8.286666667,,0.84,0.012935323,,,,6,0.028,0.77,0.4,50-60,7,55.4543099,eutrophic,53.556,-114.686,152,146,298,0.039473684,25.33333333
Wabamun lake -west basin,2005,single,138,228,64,0.1375,14.4,582.0166667,,,,0.034,2.633333333,8.526666667,,0.906666667,0.024553571,,,,6,0.027,0.96,0.4,50-60,7,55.4543099,eutrophic,53.556,-114.686,152,138,290,0.039473684,25.33333333
Wabamun lake -west basin,2007,single,191,256,37,0.264864865,20.9,612.9666667,,,,0.035,1.95,8.555,,0.925,0.0238617,,,,6,0.031,0.84,0.4,50-60,7,55.4543099,eutrophic,53.556,-114.686,153,136,289,0.039215686,25.5
Wabamun lake -west basin,2008,single,204,260,28,0.289285714,18.2,381.2666667,,,,0.0235,2.05,8.65,,1.07,0.02864215,,,,6,0.021,0.84,0.4,50-60,7,55.4543099,eutrophic,53.556,-114.686,140,150,290,0.042857143,23.33333333
Waynewood lake,1989,spring,157,226,69,0.137729469,17.85666667,658.303889,,,,66.902,2.5,,,,0.06527463,,,,12,,,0.4,40-50,7,54.50233668,eutrophic,41.396,-75.363,204,157,361,0.058823529,17
Waynewood lake,1989,summer,253,281,28,0.081904762,18.85333333,320.0322222,,,,,2.666666667,,,,0.015424626,,,,12,,,0.4,40-50,7,54.50233668,eutrophic,41.396,-75.363,204,157,361,0.058823529,17
Waynewood lake,1990,spring,26,47,21,0.191507937,7.116666667,113.7295833,,,,,2.3,,,,0.061876555,,,,15,,,0.4,40-50,7,54.50233668,eutrophic,41.396,-75.363,321,26,347,0.046728972,21.4
Waynewood lake,1990,summer,170,224,54,0.224814815,16.72166667,513.91,,,,97.05333333,2.86,,,,0.081209445,,,,15,,,0.4,40-50,7,54.50233668,eutrophic,41.396,-75.363,321,26,347,0.046728972,21.4
Waynewood lake,1991,single,19,239,206,0.0877589,22.05333333,2009.735333,,,,80.78833333,3.909090909,,54.73579976,,0.046846388,,,,17,,,0.4,40-50,7,54.50233668,eutrophic,41.396,-75.363,333,19,352,0.051051051,19.58823529
Waynewood lake,1992,spring,169,224,55,0.232818182,54.23333333,1079.282333,,,,,3.76,,,,0.099071567,,,,16,,,0.4,40-50,7,54.50233668,eutrophic,41.396,-75.363,340,24,364,0.047058824,21.25
Waynewood lake,2019,single,109,197,54,0.240918457,21.35834366,513.184796,,,16.35317667,,1.333333333,,,,0.02885684,0.762439401,0.037848044,10.53576,7,,,0.4,40-50,7,54.50233668,eutrophic,41.396,-75.363,175,109,284,0.04,25
West long lake,1993,single,138,166,21,0.62197619,20.36475,191.1025667,,,,,,,,,0.20500204,,,,17,,,0.4,40-50,7,51.76312934,eutrophic,46.24,-89.5,111,138,249,0.153153153,6.529411765
West long lake,1994,spring,165,200,35,0.151885714,20.5482,387.9829567,,,,,,,,,0.041231276,,,,17,,,0.4,40-50,7,51.76312934,eutrophic,46.24,-89.5,111,137,248,0.153153153,6.529411765
West long lake,1994,summer,207,214,7,1.811942857,21.7872,104.68633,,,,,,,,,0.19903586,,,,17,,,0.4,40-50,7,51.76312934,eutrophic,46.24,-89.5,111,137,248,0.153153153,6.529411765
West long lake,1996,single,199,213,7,2.635738096,25.20716667,97.21094446,,,,,,,,,0.390075195,,,,15,,,0.4,40-50,7,51.76312934,eutrophic,46.24,-89.5,97,150,247,0.154639175,6.466666667
West long lake,1997,spring,162,176,14,1.247607143,33.976,319.4525833,,,,,,,,,0.075569045,,,,15,,,0.4,40-50,7,51.76312934,eutrophic,46.24,-89.5,98,148,246,0.153061224,6.533333333
West long lake,1997,summer,197,239,42,0.546226191,28.27216667,489.9624723,,,,,,,,,0.102468645,,,,15,,,0.4,40-50,7,51.76312934,eutrophic,46.24,-89.5,98,148,246,0.153061224,6.533333333
West long lake,1999,single,146,167,14,0.282226191,9.762,113.0874694,,,,,,,,,0.056086286,,,,15,,,0.4,40-50,7,51.76312934,eutrophic,46.24,-89.5,97,146,243,0.154639175,6.466666667
West long lake,2004,single,168,182,7,0.962857143,9.781666667,44.26216667,,,,,,,,,0.316555773,,,,13,,,0.4,40-50,7,51.76312934,eutrophic,46.24,-89.5,83,148,231,0.156626506,6.384615385
Westbere lakes,2007,spring,113,173,60,0.245,49.5,1645.25,,,,0.051933333,,,,,0.033561644,,,,11,0.02,,0.4,50-60,10,66.05280658,eutrophic,51.301,1.142,286,61,347,0.038461538,26
Westbere lakes,2008,spring,23,67,44,0.525,31.5,779.0583333,,,,0.051866667,,,,,0.0625,,,,12,0.0467,,0.4,50-60,10,66.05280658,eutrophic,51.301,1.142,314,23,337,0.038216561,26.16666667
Westbere lakes,2008,summer,165,199,34,0.238235294,33,821.1,,,,0.07585,,,,,0.009567682,,,,12,0.0866,,0.4,50-60,10,66.05280658,eutrophic,51.301,1.142,314,23,337,0.038216561,26.16666667
Westbere lakes point 1,2008,spring,23,67,44,0.45,27.6,678.4333333,,,,0.0727,,,,,0.057692308,,,,12,0.0713,,0.4,50-60,10,66.38058724,eutrophic,51.303,1.146,314,23,337,0.038216561,26.16666667
Westbere lakes point 1,2008,summer,165,199,34,0.797058824,40.7,748,,,,0.0795,,,,,0.058607266,,,,12,0.0732,,0.4,50-60,10,66.38058724,eutrophic,51.303,1.146,314,23,337,0.038216561,26.16666667
Westbere lakes point 1,2009,single,212,267,14,5.414285714,125,1824.9,,,,0.08955,,,,,0.110046458,,,,12,0.08515,,0.4,50-60,10,66.38058724,eutrophic,51.303,1.146,324,26,350,0.037037037,27
White mere,2014,spring,16,129,113,0.150442478,83.2,3446.866667,,,,0.2754,,,,,0.051876717,,,,12,0.364,,0.4,50-60,10,63.62666463,eutrophic,52.893,-2.875,313,16,329,0.038338658,26.08333333
White mere,2016,single,97,160,49,2.204081633,123,3087,,,,0.455,,,,,0.146938776,,,,12,0.394,,0.4,50-60,10,63.62666463,eutrophic,52.893,-2.875,310,13,323,0.038709677,25.83333333
White mere,2017,single,6,186,164,0.029268293,8.4,884.9333333,,,,0.382,,,,,0.015404365,,,,12,0.496,,0.4,50-60,10,63.62666463,eutrophic,52.893,-2.875,333,6,339,0.036036036,27.75
White mere,2018,single,166,208,17,3.935294118,71.4,713.4333333,,,,0.1945,,,,,0.874509804,,,,12,0.2,,0.4,50-60,10,63.62666463,eutrophic,52.893,-2.875,337,3,340,0.035608309,28.08333333
White mere,2019,spring,2,66,64,0.0375,15.4,544.3166667,,,,0.1831,,,,,0.010714286,,,,12,0.205,,0.4,50-60,10,63.62666463,eutrophic,52.893,-2.875,335,2,337,0.035820896,27.91666667
White mere,2019,summer,190,248,58,0.051724138,51,1472.133333,,,,0.303333333,,,,,0.004310345,,,,12,0.19,,0.4,50-60,10,63.62666463,eutrophic,52.893,-2.875,335,2,337,0.035820896,27.91666667
Winagami lake,1984,single,143,227,55,0.58,41.8,1087.383333,,,,0.094333333,1.466666667,8.3,,,0.058585859,,,,6,0.07,,0.4,50-60,7,65.80189275,eutrophic,55.617,-116.733,140,143,283,0.042857143,23.33333333
Winagami lake,1985,single,146,268,91,0.62967033,63.2,2387.25,,,,0.04825,1.775,8.3,,,0.106723785,,,,6,0.032,,0.4,50-60,7,65.80189275,eutrophic,55.617,-116.733,149,146,295,0.040268456,24.83333333
Windermere -south basin,1964,spring,28,111,83,0.108433735,10.15,365.365,,,4.791666667,,,,,,0.094290204,0.118030471,0.798863238,4.55,51,,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,357,7,364,0.142857143,7
Windermere -south basin,1964,summer,167,230,63,0.168412698,15.5,577.236,,,16.73,,,,,,0.052793949,0.780831144,0.067612505,13.65,51,,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,357,7,364,0.142857143,7
Windermere -south basin,1965,spring,25,103,78,0.110384615,10.08,300.815,,,4.175,,,,,,0.085569469,0.092212591,0.927958625,4.533333333,47,,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,357,5,362,0.131652661,7.595744681
Windermere -south basin,1965,summer,165,263,98,0.089795918,15.9,837.918,,,15.73333333,,,,,,0.029635617,0.731064918,0.040537599,14.63333333,47,,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,357,5,362,0.131652661,7.595744681
Windermere -south basin,1966,single,18,234,209,0.079665072,24.5,1418.887,,,10.1983871,,,,,,0.045522898,0.411915264,0.110515201,4.316666667,52,,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,358,4,362,0.145251397,6.884615385
Windermere -south basin,1967,spring,3,100,97,0.163092784,17.4,506.099,,,5.026666667,,,,,,0.103223281,0.128473626,0.803458918,5.5,51,,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,350,3,353,0.145714286,6.862745098
Windermere -south basin,1967,summer,142,247,105,0.052380952,11.9,888.556,,,15.79375,,,,,,0.009189641,0.734181403,0.012516853,8.6,51,,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,350,3,353,0.145714286,6.862745098
Windermere -south basin,1968,spring,37,120,83,0.16939759,15.9,425.048,,,5.35,,,,,,0.092063908,0.143345203,0.642253146,4.383333333,48,,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,364,2,366,0.131868132,7.583333333
Windermere -south basin,1968,summer,162,211,49,0.332653061,20.7,408.282,,,17.3375,,,,,,0.075602968,0.80930787,0.093416821,16.275,48,,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,364,2,366,0.131868132,7.583333333
Windermere -south basin,1970,spring,40,173,133,0.046541353,19.3,860.033,,,8.073684211,20.4,,,,,0.022375651,0.286683654,0.07804997,4.2,50,19.5,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,356,7,363,0.140449438,7.12
Windermere -south basin,1972,spring,25,123,98,0.151734694,16.3,475.482,,,5.786666667,20.35714286,,,,,0.106108178,0.16429029,0.645857876,5.95,51,25,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,350,4,354,0.145714286,6.862745098
Windermere -south basin,1972,summer,165,242,77,0.306233766,30.7,1131.305,,,16.15,15.7,,,,,0.04301036,0.752304354,0.057171489,11.16666667,51,17.33333333,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,350,4,354,0.145714286,6.862745098
Windermere -south basin,1973,spring,23,135,112,0.056428571,13,584.153,,,6.203333333,24.375,,,,,0.058779762,0.185119436,0.31752345,5.666666667,50,25,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,350,2,352,0.142857143,7
Windermere -south basin,1973,summer,177,254,77,0.294675325,28.6,1140.84,,,17.47916667,18.83333333,,,,,0.049860461,0.815729522,0.061123767,15.25,50,16.66666667,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,350,2,352,0.142857143,7
Windermere -south basin,1974,spring,29,127,98,0.172346939,18.36,613.582,,,6.79,20.73333333,,,,,0.117242815,0.215688278,0.543575278,5.416666667,52,21.66666667,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,363,2,365,0.143250689,6.980769231
Windermere -south basin,1974,summer,176,197,21,0.60952381,19.4,305.445,,,17.0875,23,,7.3,,,0.092352092,0.797770388,0.115762748,15.7,52,22.66666667,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,363,2,365,0.143250689,6.980769231
Windermere -south basin,1976,spring,34,104,70,0.218571429,16.7,332.962,,,5.186363636,23.4,,7.1,,,0.156122449,0.135748027,1.150090009,6.2,51,25.33333333,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,350,6,356,0.145714286,6.862745098
Windermere -south basin,1976,summer,174,230,56,0.418571429,30.3,1065.302,,,20.1,21.55555556,,7.58,,,0.136788049,0.917523424,0.149083985,15.6,51,20,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,350,6,356,0.145714286,6.862745098
Windermere -south basin,1977,spring,11,123,112,0.07625,10.4,436.369,,,5.009375,23.46666667,,6.983333333,,,0.074754902,0.127694462,0.585420076,4.35,49,27,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,343,11,354,0.142857143,7
Windermere -south basin,1977,summer,130,242,112,0.120892857,23.07,988.474,,,15.94375,19.73333333,,,,,0.012685504,0.741865589,0.017099465,7.916666667,49,22,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,343,11,354,0.142857143,7
Windermere -south basin,1979,spring,9,142,133,0.111203008,16.94,830.949,,,4.711111111,26.22222222,,,,,0.083611284,0.114524692,0.730072116,4.7,44,27,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,336,9,345,0.130952381,7.636363636
Windermere -south basin,1979,summer,177,247,70,0.404142857,33.39,1093.565,,,16.61,24.4,,,,,0.079243697,0.775032724,0.102245615,16.46666667,44,24.33333333,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,336,9,345,0.130952381,7.636363636
Windermere -south basin,1980,spring,71,113,42,0.478333333,21.97,379.869,,,5.564,22.4,,,,,0.254432624,0.15349118,1.657636767,4.15,41,20.5,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,349,2,351,0.11747851,8.512195122
Windermere -south basin,1980,summer,162,225,63,0.266984127,27.74,858.655,,,15.497,19.22222222,,,,,0.047253828,0.718758684,0.065743662,14.6,41,20.66666667,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,349,2,351,0.11747851,8.512195122
Windermere -south basin,1981,spring,83,111,28,0.798928571,25.21,327.516,,,7.38,27.32,,,,,0.281312877,0.247700067,1.135699643,4.833333333,44,18.9,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,336,6,342,0.130952381,7.636363636
Windermere -south basin,1981,summer,146,195,49,0.091836735,18.78,645.008,,,14.5375,22.525,,,,,0.008236478,0.667049935,0.012347619,11.1,44,23.3,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,336,6,342,0.130952381,7.636363636
Windermere -south basin,1982,spring,5,131,126,0.149126984,20.3,644.287,,,6.725,22.45,,,,,0.098759592,0.212235546,0.465330119,4.3,40,26.5,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,350,5,355,0.114285714,8.75
Windermere -south basin,1982,summer,152,250,98,0.086836735,22.55,1308.86,,,17.14,19.24666667,,,,,0.006674615,0.800214675,0.00834103,13.16666667,40,18.63333333,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,350,5,355,0.114285714,8.75
Windermere -south basin,1983,spring,4,130,126,0.15968254,20.75,579.204,,,5.441666667,22.48333333,,,,,0.253464349,0.147662552,1.71651069,5.7,40,20.5,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,350,4,354,0.114285714,8.75
Windermere -south basin,1983,summer,179,235,56,0.192142857,31.4,821.891,,,19.9875,25.84285714,,,,,0.034067882,0.913877121,0.037278406,14.96666667,40,20.66666667,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,350,4,354,0.114285714,8.75
Windermere -south basin,1985,spring,57,120,63,0.251746032,17.47,490.49,,,5.1125,23.5875,,7.3925,,,0.156363995,0.132365976,1.181300508,3.1,44,26.2,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,349,2,351,0.126074499,7.931818182
Windermere -south basin,1985,summer,148,225,77,0.251558442,25.98,1381.044,,,14.84545455,18.875,,8.959166667,,,0.038057253,0.68393357,0.055644663,10.3,44,20.7,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,349,2,351,0.126074499,7.931818182
Windermere -south basin,1987,spring,62,125,63,0.383015873,29.84,667.702,,,6.9625,24.975,3.8625,7.65875,,,0.170989229,0.224925419,0.760204115,4.3,44,25.65,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,350,6,356,0.125714286,7.954545455
Windermere -south basin,1987,summer,160,244,84,0.393333333,36.87,1591.072,,,16.53076923,22.77384615,3.766666667,8.306923077,,,0.102697998,0.77117408,0.133170967,13.4,44,21.53333333,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,350,6,356,0.125714286,7.954545455
Windermere -south basin,1988,spring,61,117,56,0.215892857,15.22,409.801,,,6.416666667,25.46571429,4.366666667,7.335714286,,,0.178423849,0.196076399,0.909971061,4.1,43,25.29,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,350,5,355,0.122857143,8.139534884
Windermere -south basin,1988,summer,159,236,77,0.206883117,30.79,1448.748,,,16.8,21.72166667,3.375,8.445,,,0.022659706,0.784187784,0.028895765,13.63333333,43,25.21333333,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,350,5,355,0.122857143,8.139534884
Windermere -south basin,1989,spring,101,150,49,0.264693878,27.11,932.743,,,10.4625,26.6575,3.2125,8.26,,,0.037545231,0.427807667,0.08776194,6.733333333,44,26.72666667,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,349,4,353,0.126074499,7.931818182
Windermere -south basin,1989,summer,220,248,28,0.1925,15.24,296.933,,,17.28,24.4,3.84,7.344,,,0.03377193,0.806677247,0.04186548,20.7,44,16.84666667,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,349,4,353,0.126074499,7.931818182
Windermere -south basin,1990,spring,2,100,98,0.15,18.21,577.227,,,6.477777778,31.20222222,4.122222222,7.273333333,,,0.085714286,0.199249517,0.430185663,6.3,44,40.66,,0.4,50-60,10,51.78342413,eutrophic,54.33,-2.94,350,2,352,0.125714286,7.954545455
